,word,ico_english,ico_turkish,ico_indonesian,ico_hungarian,ico_arabic,ico_vietnamese,ico_rating_2022,ico_rating_2017
248,tuba,0.2510775,0.22749418,0.2514878,0.24865691,0.24360065,0.23471306,3.7,1.3
249,tuba,0.24794947,0.22523968,0.25758454,0.24781851,0.24582675,0.24406363,3.7,1.3
250,torpedo,0.21446197,0.20994331,0.20313975,0.20022398,0.21402343,0.16902748,,
251,torpedo,0.22546186,0.22593686,0.23069912,0.21779446,0.23614334,0.19519775,,
252,torpedo,0.2476078,0.23947227,0.22415124,0.24236663,0.23372076,0.22168821,,
253,torpedo,0.26141098,0.25751027,0.2519351,0.25074947,0.25756702,0.22418681,,
254,torpedo,0.25358695,0.2475173,0.25845575,0.2595748,0.2584543,0.21167468,,
255,torpedo,0.22281682,0.21620865,0.20743604,0.22491513,0.21597588,0.18999584,,
256,torpedo,0.259794,0.26127163,0.25172335,0.25289133,0.26512438,0.23184463,,
257,torpedo,0.23481306,0.22348705,0.2201932,0.21999863,0.23683259,0.1971033,,
258,torpedo,0.28794584,0.28466988,0.27399924,0.2779926,0.28784138,0.23707832,,
259,torpedo,0.2568865,0.2626329,0.25489002,0.25814334,0.26503202,0.21779649,,
260,torpedo,0.21751714,0.21393734,0.2113516,0.21394688,0.21511564,0.17160338,,
261,torpedo,0.2609509,0.2541375,0.25866646,0.25922912,0.27115545,0.21555728,,
262,torpedo,0.20797892,0.20496139,0.19561307,0.19788297,0.20724462,0.18180792,,
263,shield,0.28662437,0.28963906,0.29715502,0.26479247,0.2855106,0.2902229,3.909090909090909,1.9
264,shield,0.25541145,0.26367688,0.26879537,0.265025,0.26474786,0.25417513,3.909090909090909,1.9
265,shield,0.33070365,0.32856944,0.35600513,0.32802784,0.333082,0.33543754,3.909090909090909,1.9
266,shield,0.33028275,0.32409188,0.33939582,0.31512266,0.33121613,0.32780153,3.909090909090909,1.9
267,shield,0.26217696,0.27328044,0.29039577,0.27052996,0.27056754,0.26883858,3.909090909090909,1.9
268,shield,0.26093146,0.25930429,0.27246988,0.25886154,0.26433116,0.2696782,3.909090909090909,1.9
269,shield,0.31697825,0.31219926,0.32945898,0.32333183,0.31557345,0.31774163,3.909090909090909,1.9
270,shield,0.31745723,0.32152057,0.31047663,0.29329196,0.3283551,0.32063776,3.909090909090909,1.9
271,shield,0.32933414,0.33339125,0.34563863,0.3286024,0.3333002,0.34179664,3.909090909090909,1.9
272,shield,0.2886013,0.28247246,0.29818827,0.29530305,0.29352733,0.27754715,3.909090909090909,1.9
273,shield,0.261531,0.25965846,0.27587488,0.24843934,0.25693858,0.26638654,3.909090909090909,1.9
274,shield,0.27404296,0.27664793,0.29300162,0.2701529,0.27186885,0.27421436,3.909090909090909,1.9
275,spur,0.21192434,0.21432313,0.21410812,0.21439733,0.22000255,0.21471496,5.0,
276,spur,0.26803958,0.2891856,0.2785506,0.2742673,0.28683636,0.2653514,5.0,
277,spur,0.28585666,0.30975327,0.2927242,0.28854877,0.3021434,0.29229724,5.0,
278,spur,0.22020604,0.22886726,0.22552606,0.2339976,0.22519177,0.22119972,5.0,
279,spur,0.24891898,0.2510605,0.25923336,0.25270614,0.24946111,0.255129,5.0,
280,spur,0.30574936,0.32412046,0.31796882,0.3185313,0.31985575,0.31071252,5.0,
